method,task,regime,split,seed,episodes,success,success_probability,contact_mode_f1,boundary_error,unsafe_impulse,jam_rate,slip_overshoot,intervention_cost,data_efficiency_proxy
ensemble_disagreement_planner,mobile_pushing,release_snap,unseen_friction,4,84,0.4286,0.4711,0.4091,0.3157,0.0794,0.09,0.0975,0.2522,0.4147
ensemble_disagreement_planner,mobile_pushing,release_snap,unseen_friction,5,84,0.4405,0.4775,0.4111,0.3106,0.0805,0.0883,0.1021,0.2522,0.415
ensemble_disagreement_planner,mobile_pushing,release_snap,unseen_friction,6,84,0.4405,0.4752,0.4163,0.3121,0.0848,0.0834,0.1066,0.2522,0.4179
ensemble_disagreement_planner,mobile_pushing,release_snap,combined_stress,0,84,0.3214,0.4334,0.4258,0.3196,0.0917,0.1152,0.1095,0.263,0.4121
ensemble_disagreement_planner,mobile_pushing,release_snap,combined_stress,1,84,0.4643,0.4433,0.4071,0.3381,0.0917,0.0948,0.0919,0.263,0.4055
ensemble_disagreement_planner,mobile_pushing,release_snap,combined_stress,2,84,0.5357,0.4442,0.3958,0.3261,0.091,0.09,0.1042,0.263,0.4097
ensemble_disagreement_planner,mobile_pushing,release_snap,combined_stress,3,84,0.4881,0.4228,0.4045,0.3342,0.0958,0.1085,0.1066,0.263,0.4108
ensemble_disagreement_planner,mobile_pushing,release_snap,combined_stress,4,84,0.4167,0.4278,0.4304,0.326,0.0948,0.0998,0.1037,0.263,0.4202
ensemble_disagreement_planner,mobile_pushing,release_snap,combined_stress,5,84,0.5119,0.4451,0.4085,0.3294,0.0998,0.1008,0.0998,0.263,0.4055
ensemble_disagreement_planner,mobile_pushing,release_snap,combined_stress,6,84,0.4405,0.4274,0.4109,0.3372,0.0972,0.1032,0.095,0.263,0.4139
ensemble_disagreement_planner,mobile_pushing,combined_contact_shock,nominal,0,84,0.5952,0.5244,0.4325,0.3101,0.0611,0.071,0.0661,0.2309,0.4405
ensemble_disagreement_planner,mobile_pushing,combined_contact_shock,nominal,1,84,0.5238,0.5307,0.4446,0.2983,0.062,0.0776,0.0581,0.2309,0.4457
ensemble_disagreement_planner,mobile_pushing,combined_contact_shock,nominal,2,84,0.4762,0.5122,0.4327,0.2996,0.0687,0.09,0.0695,0.2309,0.4318
ensemble_disagreement_planner,mobile_pushing,combined_contact_shock,nominal,3,84,0.5,0.5366,0.4652,0.3036,0.0643,0.0843,0.065,0.2309,0.4221
ensemble_disagreement_planner,mobile_pushing,combined_contact_shock,nominal,4,84,0.6429,0.5252,0.4428,0.3041,0.0626,0.088,0.0656,0.2309,0.4496
ensemble_disagreement_planner,mobile_pushing,combined_contact_shock,nominal,5,84,0.5952,0.523,0.4488,0.3027,0.0603,0.0805,0.064,0.2309,0.4348
ensemble_disagreement_planner,mobile_pushing,combined_contact_shock,nominal,6,84,0.5357,0.5265,0.4369,0.3019,0.0646,0.081,0.0661,0.2309,0.433
ensemble_disagreement_planner,mobile_pushing,combined_contact_shock,seen_shift,0,84,0.4405,0.4867,0.4123,0.3088,0.0762,0.1033,0.0778,0.2439,0.4246
ensemble_disagreement_planner,mobile_pushing,combined_contact_shock,seen_shift,1,84,0.5,0.4905,0.4237,0.3194,0.0811,0.0969,0.0895,0.2439,0.424
ensemble_disagreement_planner,mobile_pushing,combined_contact_shock,seen_shift,2,84,0.5,0.4733,0.4316,0.3149,0.0735,0.0975,0.0858,0.2439,0.4125
ensemble_disagreement_planner,mobile_pushing,combined_contact_shock,seen_shift,3,84,0.4286,0.4827,0.4522,0.3198,0.0787,0.0982,0.0868,0.2439,0.4431
ensemble_disagreement_planner,mobile_pushing,combined_contact_shock,seen_shift,4,84,0.4405,0.4809,0.4503,0.3335,0.0792,0.1054,0.0878,0.2439,0.4289
ensemble_disagreement_planner,mobile_pushing,combined_contact_shock,seen_shift,5,84,0.5,0.4945,0.4449,0.319,0.075,0.0953,0.0836,0.2439,0.4215
ensemble_disagreement_planner,mobile_pushing,combined_contact_shock,seen_shift,6,84,0.4167,0.4744,0.4011,0.328,0.0769,0.0935,0.0804,0.2439,0.418
ensemble_disagreement_planner,mobile_pushing,combined_contact_shock,unseen_geometry,0,84,0.4643,0.4439,0.4235,0.3412,0.0908,0.1004,0.0848,0.2505,0.4172
ensemble_disagreement_planner,mobile_pushing,combined_contact_shock,unseen_geometry,1,84,0.5119,0.449,0.4286,0.3482,0.0874,0.1045,0.0818,0.2505,0.4299
ensemble_disagreement_planner,mobile_pushing,combined_contact_shock,unseen_geometry,2,84,0.5357,0.4563,0.4299,0.3284,0.0948,0.1135,0.0876,0.2505,0.4272
ensemble_disagreement_planner,mobile_pushing,combined_contact_shock,unseen_geometry,3,84,0.3214,0.4553,0.4265,0.3305,0.0942,0.1141,0.0852,0.2505,0.4238
ensemble_disagreement_planner,mobile_pushing,combined_contact_shock,unseen_geometry,4,84,0.5,0.4388,0.4339,0.3233,0.0972,0.1176,0.0896,0.2505,0.4219
ensemble_disagreement_planner,mobile_pushing,combined_contact_shock,unseen_geometry,5,84,0.4405,0.4479,0.4177,0.3297,0.089,0.1176,0.0863,0.2505,0.4337
ensemble_disagreement_planner,mobile_pushing,combined_contact_shock,unseen_geometry,6,84,0.369,0.4518,0.4406,0.3306,0.0883,0.1159,0.0881,0.2505,0.4095
ensemble_disagreement_planner,mobile_pushing,combined_contact_shock,unseen_friction,0,84,0.3571,0.4479,0.4141,0.3422,0.0828,0.1075,0.1264,0.2542,0.4206
ensemble_disagreement_planner,mobile_pushing,combined_contact_shock,unseen_friction,1,84,0.4048,0.4444,0.4255,0.3353,0.0843,0.1109,0.1307,0.2542,0.4114
ensemble_disagreement_planner,mobile_pushing,combined_contact_shock,unseen_friction,2,84,0.4881,0.4498,0.4269,0.3361,0.0866,0.1085,0.1292,0.2542,0.4035
ensemble_disagreement_planner,mobile_pushing,combined_contact_shock,unseen_friction,3,84,0.4048,0.4438,0.4218,0.3449,0.0851,0.1131,0.1261,0.2542,0.423
ensemble_disagreement_planner,mobile_pushing,combined_contact_shock,unseen_friction,4,84,0.4524,0.4441,0.4202,0.3471,0.0824,0.1055,0.1282,0.2542,0.4185
ensemble_disagreement_planner,mobile_pushing,combined_contact_shock,unseen_friction,5,84,0.5714,0.434,0.4178,0.3398,0.0944,0.1051,0.1304,0.2542,0.4027
ensemble_disagreement_planner,mobile_pushing,combined_contact_shock,unseen_friction,6,84,0.4762,0.4548,0.4243,0.3473,0.0802,0.1121,0.1313,0.2542,0.4273
ensemble_disagreement_planner,mobile_pushing,combined_contact_shock,combined_stress,0,84,0.3452,0.3961,0.4268,0.3666,0.1022,0.1311,0.1347,0.2653,0.4086
ensemble_disagreement_planner,mobile_pushing,combined_contact_shock,combined_stress,1,84,0.3929,0.4016,0.415,0.3568,0.1092,0.1302,0.1302,0.2653,0.41
ensemble_disagreement_planner,mobile_pushing,combined_contact_shock,combined_stress,2,84,0.3333,0.3811,0.3953,0.3518,0.0999,0.1309,0.1346,0.2653,0.4047
ensemble_disagreement_planner,mobile_pushing,combined_contact_shock,combined_stress,3,84,0.3095,0.3989,0.3941,0.3603,0.111,0.1294,0.1373,0.2653,0.412
ensemble_disagreement_planner,mobile_pushing,combined_contact_shock,combined_stress,4,84,0.381,0.4006,0.4091,0.3557,0.1013,0.1217,0.1351,0.2653,0.3972
ensemble_disagreement_planner,mobile_pushing,combined_contact_shock,combined_stress,5,84,0.4643,0.399,0.4023,0.3547,0.106,0.131,0.1343,0.2653,0.41
ensemble_disagreement_planner,mobile_pushing,combined_contact_shock,combined_stress,6,84,0.3571,0.3891,0.3931,0.3537,0.1005,0.1304,0.1241,0.2653,0.4008
conformal_risk_filter,peg_insertion,nominal_contact,nominal,0,84,0.5714,0.5884,0.4215,0.2527,0.0347,0.0548,0.0391,0.2503,0.4394
conformal_risk_filter,peg_insertion,nominal_contact,nominal,1,84,0.5714,0.5686,0.418,0.2637,0.0396,0.0631,0.0357,0.2503,0.4124
conformal_risk_filter,peg_insertion,nominal_contact,nominal,2,84,0.631,0.5809,0.423,0.2587,0.0371,0.0576,0.027,0.2503,0.4082
conformal_risk_filter,peg_insertion,nominal_contact,nominal,3,84,0.631,0.5832,0.4268,0.2582,0.0365,0.064,0.0386,0.2503,0.4169
conformal_risk_filter,peg_insertion,nominal_contact,nominal,4,84,0.5714,0.5707,0.4354,0.2588,0.0351,0.0538,0.0246,0.2503,0.4051
conformal_risk_filter,peg_insertion,nominal_contact,nominal,5,84,0.5595,0.5615,0.4307,0.2619,0.0405,0.0532,0.0347,0.2503,0.4077
conformal_risk_filter,peg_insertion,nominal_contact,nominal,6,84,0.5357,0.5835,0.4393,0.2631,0.0338,0.0635,0.0349,0.2503,0.4205
conformal_risk_filter,peg_insertion,nominal_contact,seen_shift,0,84,0.5119,0.5482,0.4284,0.2568,0.0362,0.0712,0.0385,0.2607,0.4156
conformal_risk_filter,peg_insertion,nominal_contact,seen_shift,1,84,0.4405,0.5405,0.4138,0.2687,0.0403,0.0733,0.0373,0.2607,0.4203
conformal_risk_filter,peg_insertion,nominal_contact,seen_shift,2,84,0.5714,0.5431,0.435,0.2638,0.037,0.0672,0.0386,0.2607,0.4041
conformal_risk_filter,peg_insertion,nominal_contact,seen_shift,3,84,0.4881,0.533,0.4049,0.2544,0.0432,0.0847,0.0412,0.2607,0.4197
conformal_risk_filter,peg_insertion,nominal_contact,seen_shift,4,84,0.6071,0.5395,0.4379,0.2536,0.0363,0.082,0.0427,0.2607,0.3984
conformal_risk_filter,peg_insertion,nominal_contact,seen_shift,5,84,0.5952,0.5364,0.4021,0.2682,0.0316,0.0748,0.0568,0.2607,0.4148
conformal_risk_filter,peg_insertion,nominal_contact,seen_shift,6,84,0.5952,0.5492,0.4301,0.2676,0.0402,0.0661,0.045,0.2607,0.4025
conformal_risk_filter,peg_insertion,nominal_contact,unseen_geometry,0,84,0.5238,0.5262,0.3964,0.267,0.0333,0.0709,0.0538,0.2658,0.4077
conformal_risk_filter,peg_insertion,nominal_contact,unseen_geometry,1,84,0.5833,0.522,0.396,0.2634,0.0379,0.093,0.05,0.2658,0.3992
conformal_risk_filter,peg_insertion,nominal_contact,unseen_geometry,2,84,0.5119,0.5313,0.4222,0.271,0.0423,0.0879,0.049,0.2658,0.3918
conformal_risk_filter,peg_insertion,nominal_contact,unseen_geometry,3,84,0.4881,0.5093,0.3988,0.2767,0.0388,0.084,0.0531,0.2658,0.3919
conformal_risk_filter,peg_insertion,nominal_contact,unseen_geometry,4,84,0.4286,0.5162,0.406,0.271,0.0418,0.0776,0.0457,0.2658,0.4078
conformal_risk_filter,peg_insertion,nominal_contact,unseen_geometry,5,84,0.4881,0.5224,0.411,0.2625,0.0329,0.0775,0.0414,0.2658,0.4014
conformal_risk_filter,peg_insertion,nominal_contact,unseen_geometry,6,84,0.5238,0.5261,0.409,0.2615,0.0348,0.0886,0.0406,0.2658,0.3938
conformal_risk_filter,peg_insertion,nominal_contact,unseen_friction,0,84,0.4643,0.5046,0.401,0.2677,0.0364,0.0809,0.074,0.2688,0.4
conformal_risk_filter,peg_insertion,nominal_contact,unseen_friction,1,84,0.5833,0.5131,0.3994,0.2726,0.0425,0.0867,0.0688,0.2688,0.3854
conformal_risk_filter,peg_insertion,nominal_contact,unseen_friction,2,84,0.5119,0.5033,0.4106,0.2835,0.0392,0.0792,0.0761,0.2688,0.3963
conformal_risk_filter,peg_insertion,nominal_contact,unseen_friction,3,84,0.5952,0.5125,0.413,0.2721,0.0405,0.0764,0.0762,0.2688,0.3979
conformal_risk_filter,peg_insertion,nominal_contact,unseen_friction,4,84,0.4762,0.4963,0.4093,0.2686,0.0279,0.0799,0.0825,0.2688,0.4041
conformal_risk_filter,peg_insertion,nominal_contact,unseen_friction,5,84,0.4881,0.5216,0.4018,0.2642,0.0345,0.078,0.0777,0.2688,0.3925
conformal_risk_filter,peg_insertion,nominal_contact,unseen_friction,6,84,0.4643,0.5039,0.4053,0.2598,0.0362,0.0928,0.0651,0.2688,0.3994
conformal_risk_filter,peg_insertion,nominal_contact,combined_stress,0,84,0.5357,0.4797,0.398,0.286,0.0448,0.1098,0.0734,0.2777,0.4046
conformal_risk_filter,peg_insertion,nominal_contact,combined_stress,1,84,0.4048,0.4741,0.3897,0.2791,0.0452,0.096,0.0766,0.2777,0.3821
conformal_risk_filter,peg_insertion,nominal_contact,combined_stress,2,84,0.5119,0.4816,0.3906,0.2819,0.0391,0.0992,0.0732,0.2777,0.4019
conformal_risk_filter,peg_insertion,nominal_contact,combined_stress,3,84,0.5,0.4695,0.3875,0.2841,0.0417,0.0847,0.0708,0.2777,0.3945
conformal_risk_filter,peg_insertion,nominal_contact,combined_stress,4,84,0.5833,0.4925,0.3945,0.2881,0.0414,0.0949,0.0723,0.2777,0.3868
conformal_risk_filter,peg_insertion,nominal_contact,combined_stress,5,84,0.5,0.4799,0.3682,0.2862,0.0474,0.0943,0.0721,0.2777,0.3991
conformal_risk_filter,peg_insertion,nominal_contact,combined_stress,6,84,0.5119,0.4893,0.3899,0.2911,0.0464,0.0972,0.0727,0.2777,0.3941
conformal_risk_filter,peg_insertion,impact_onset,nominal,0,84,0.5,0.5338,0.4274,0.3043,0.0586,0.077,0.0442,0.2588,0.4255
conformal_risk_filter,peg_insertion,impact_onset,nominal,1,84,0.4762,0.5362,0.4196,0.3038,0.0623,0.0765,0.029,0.2588,0.418
conformal_risk_filter,peg_insertion,impact_onset,nominal,2,84,0.4881,0.5424,0.4246,0.3006,0.0618,0.081,0.0384,0.2588,0.4294
conformal_risk_filter,peg_insertion,impact_onset,nominal,3,84,0.5,0.5488,0.4412,0.3104,0.0622,0.0858,0.038,0.2588,0.4216
conformal_risk_filter,peg_insertion,impact_onset,nominal,4,84,0.5595,0.5324,0.4173,0.31,0.0588,0.0788,0.0402,0.2588,0.4198
conformal_risk_filter,peg_insertion,impact_onset,nominal,5,84,0.5357,0.5379,0.4313,0.2996,0.0659,0.0929,0.0374,0.2588,0.4303
conformal_risk_filter,peg_insertion,impact_onset,nominal,6,84,0.5357,0.5411,0.4272,0.3044,0.0617,0.0808,0.0313,0.2588,0.4139
conformal_risk_filter,peg_insertion,impact_onset,seen_shift,0,84,0.3452,0.4957,0.4202,0.3155,0.0719,0.0997,0.0485,0.2714,0.4076
conformal_risk_filter,peg_insertion,impact_onset,seen_shift,1,84,0.5476,0.4691,0.4086,0.3269,0.0731,0.0941,0.0469,0.2714,0.3928
conformal_risk_filter,peg_insertion,impact_onset,seen_shift,2,84,0.4405,0.5036,0.4163,0.3156,0.0732,0.0969,0.0323,0.2714,0.3963
conformal_risk_filter,peg_insertion,impact_onset,seen_shift,3,84,0.369,0.4947,0.3992,0.3302,0.072,0.0969,0.0433,0.2714,0.4026
conformal_risk_filter,peg_insertion,impact_onset,seen_shift,4,84,0.5238,0.5041,0.4296,0.3231,0.0712,0.0952,0.0424,0.2714,0.4206
conformal_risk_filter,peg_insertion,impact_onset,seen_shift,5,84,0.4524,0.484,0.4092,0.3202,0.0734,0.0978,0.0502,0.2714,0.404
conformal_risk_filter,peg_insertion,impact_onset,seen_shift,6,84,0.5595,0.4833,0.4093,0.3243,0.0698,0.0969,0.0425,0.2714,0.3932
conformal_risk_filter,peg_insertion,impact_onset,unseen_geometry,0,84,0.4286,0.4602,0.4038,0.3404,0.0825,0.1132,0.0594,0.2776,0.3961
conformal_risk_filter,peg_insertion,impact_onset,unseen_geometry,1,84,0.5357,0.4652,0.41,0.3499,0.084,0.1102,0.0532,0.2776,0.4168
conformal_risk_filter,peg_insertion,impact_onset,unseen_geometry,2,84,0.4167,0.4573,0.4255,0.3277,0.0856,0.1138,0.0523,0.2776,0.3956
conformal_risk_filter,peg_insertion,impact_onset,unseen_geometry,3,84,0.4048,0.4568,0.4069,0.3357,0.0889,0.1176,0.0487,0.2776,0.408
conformal_risk_filter,peg_insertion,impact_onset,unseen_geometry,4,84,0.5714,0.4763,0.4129,0.3287,0.0854,0.1078,0.0538,0.2776,0.3873
conformal_risk_filter,peg_insertion,impact_onset,unseen_geometry,5,84,0.4881,0.4728,0.4197,0.3419,0.0861,0.1078,0.0592,0.2776,0.3937
conformal_risk_filter,peg_insertion,impact_onset,unseen_geometry,6,84,0.4405,0.4722,0.4092,0.3434,0.0839,0.1106,0.0626,0.2776,0.4103
conformal_risk_filter,peg_insertion,impact_onset,unseen_friction,0,84,0.4286,0.4678,0.4378,0.3278,0.0876,0.1113,0.0763,0.2812,0.394
conformal_risk_filter,peg_insertion,impact_onset,unseen_friction,1,84,0.4643,0.4512,0.4058,0.3311,0.0787,0.1237,0.0782,0.2812,0.3916
conformal_risk_filter,peg_insertion,impact_onset,unseen_friction,2,84,0.5119,0.4603,0.4139,0.3255,0.0788,0.1131,0.0755,0.2812,0.413
conformal_risk_filter,peg_insertion,impact_onset,unseen_friction,3,84,0.4524,0.4668,0.4051,0.3372,0.0862,0.1041,0.0715,0.2812,0.3999
conformal_risk_filter,peg_insertion,impact_onset,unseen_friction,4,84,0.5595,0.4707,0.4264,0.3189,0.0802,0.108,0.0731,0.2812,0.3925
conformal_risk_filter,peg_insertion,impact_onset,unseen_friction,5,84,0.5595,0.4567,0.4234,0.3306,0.0799,0.1113,0.07,0.2812,0.4073
conformal_risk_filter,peg_insertion,impact_onset,unseen_friction,6,84,0.5357,0.4735,0.392,0.3299,0.0795,0.1143,0.0839,0.2812,0.4074
conformal_risk_filter,peg_insertion,impact_onset,combined_stress,0,84,0.2976,0.4202,0.3769,0.3534,0.0857,0.1371,0.0798,0.2919,0.3833
conformal_risk_filter,peg_insertion,impact_onset,combined_stress,1,84,0.5119,0.4291,0.4152,0.3523,0.092,0.1251,0.074,0.2919,0.3911
conformal_risk_filter,peg_insertion,impact_onset,combined_stress,2,84,0.3929,0.4348,0.3759,0.3528,0.093,0.1351,0.0787,0.2919,0.3958
conformal_risk_filter,peg_insertion,impact_onset,combined_stress,3,84,0.381,0.4237,0.4004,0.3602,0.097,0.1364,0.0673,0.2919,0.3939
conformal_risk_filter,peg_insertion,impact_onset,combined_stress,4,84,0.4524,0.4259,0.4116,0.3554,0.0912,0.1293,0.0807,0.2919,0.3779
conformal_risk_filter,peg_insertion,impact_onset,combined_stress,5,84,0.4286,0.4326,0.3871,0.3416,0.0989,0.1265,0.0803,0.2919,0.3813
conformal_risk_filter,peg_insertion,impact_onset,combined_stress,6,84,0.4167,0.4237,0.3846,0.3539,0.0939,0.1247,0.085,0.2919,0.4057
conformal_risk_filter,peg_insertion,stick_slip_transition,nominal,0,84,0.5833,0.5378,0.4377,0.2832,0.0491,0.0774,0.0576,0.258,0.4196
conformal_risk_filter,peg_insertion,stick_slip_transition,nominal,1,84,0.5595,0.5372,0.426,0.2952,0.0423,0.0709,0.05,0.258,0.4031
conformal_risk_filter,peg_insertion,stick_slip_transition,nominal,2,84,0.5595,0.5392,0.4263,0.2918,0.0425,0.0737,0.0548,0.258,0.4123
conformal_risk_filter,peg_insertion,stick_slip_transition,nominal,3,84,0.5595,0.5397,0.4254,0.2864,0.046,0.0835,0.0453,0.258,0.4118
conformal_risk_filter,peg_insertion,stick_slip_transition,nominal,4,84,0.4762,0.5551,0.4304,0.2947,0.0521,0.0782,0.0441,0.258,0.4183
conformal_risk_filter,peg_insertion,stick_slip_transition,nominal,5,84,0.5952,0.5482,0.4427,0.3009,0.0498,0.0787,0.0494,0.258,0.425
conformal_risk_filter,peg_insertion,stick_slip_transition,nominal,6,84,0.5952,0.546,0.4337,0.2895,0.0442,0.076,0.0538,0.258,0.4035
conformal_risk_filter,peg_insertion,stick_slip_transition,seen_shift,0,84,0.5714,0.5067,0.409,0.3047,0.0506,0.0992,0.075,0.2703,0.4102
conformal_risk_filter,peg_insertion,stick_slip_transition,seen_shift,1,84,0.4762,0.5195,0.4007,0.3033,0.0496,0.0879,0.0607,0.2703,0.4022
conformal_risk_filter,peg_insertion,stick_slip_transition,seen_shift,2,84,0.4762,0.511,0.4201,0.3033,0.051,0.0949,0.0575,0.2703,0.4022
conformal_risk_filter,peg_insertion,stick_slip_transition,seen_shift,3,84,0.4048,0.5057,0.4257,0.313,0.0547,0.0969,0.0643,0.2703,0.4061
conformal_risk_filter,peg_insertion,stick_slip_transition,seen_shift,4,84,0.4881,0.507,0.418,0.3122,0.0552,0.0949,0.0698,0.2703,0.4068
conformal_risk_filter,peg_insertion,stick_slip_transition,seen_shift,5,84,0.5,0.511,0.4045,0.303,0.0455,0.0954,0.0641,0.2703,0.418
conformal_risk_filter,peg_insertion,stick_slip_transition,seen_shift,6,84,0.4643,0.4956,0.4331,0.3138,0.0596,0.0985,0.0692,0.2703,0.4052
conformal_risk_filter,peg_insertion,stick_slip_transition,unseen_geometry,0,84,0.5476,0.4946,0.413,0.308,0.0609,0.1024,0.0702,0.2765,0.3852
conformal_risk_filter,peg_insertion,stick_slip_transition,unseen_geometry,1,84,0.5714,0.4831,0.4115,0.313,0.0595,0.1109,0.0766,0.2765,0.3953
conformal_risk_filter,peg_insertion,stick_slip_transition,unseen_geometry,2,84,0.5238,0.4633,0.4063,0.311,0.0564,0.1128,0.0681,0.2765,0.4118
conformal_risk_filter,peg_insertion,stick_slip_transition,unseen_geometry,3,84,0.4524,0.4742,0.4123,0.3123,0.0613,0.1021,0.0651,0.2765,0.4101
conformal_risk_filter,peg_insertion,stick_slip_transition,unseen_geometry,4,84,0.4405,0.4864,0.417,0.312,0.0637,0.1061,0.0756,0.2765,0.4096
conformal_risk_filter,peg_insertion,stick_slip_transition,unseen_geometry,5,84,0.5119,0.4756,0.4083,0.3176,0.063,0.1067,0.0729,0.2765,0.4082
conformal_risk_filter,peg_insertion,stick_slip_transition,unseen_geometry,6,84,0.5833,0.4796,0.4155,0.3201,0.0614,0.1058,0.0613,0.2765,0.403
conformal_risk_filter,peg_insertion,stick_slip_transition,unseen_friction,0,84,0.5,0.4627,0.3932,0.3107,0.0542,0.1011,0.1092,0.28,0.3949
conformal_risk_filter,peg_insertion,stick_slip_transition,unseen_friction,1,84,0.4762,0.4714,0.396,0.3184,0.0552,0.1069,0.1056,0.28,0.378
conformal_risk_filter,peg_insertion,stick_slip_transition,unseen_friction,2,84,0.4405,0.4556,0.4024,0.3163,0.0526,0.1034,0.0992,0.28,0.4156
conformal_risk_filter,peg_insertion,stick_slip_transition,unseen_friction,3,84,0.381,0.4596,0.4093,0.32,0.0541,0.1111,0.1028,0.28,0.3895
conformal_risk_filter,peg_insertion,stick_slip_transition,unseen_friction,4,84,0.5,0.4733,0.4227,0.3136,0.0589,0.1112,0.1058,0.28,0.4023
conformal_risk_filter,peg_insertion,stick_slip_transition,unseen_friction,5,84,0.4167,0.4588,0.4167,0.3186,0.0595,0.1042,0.1161,0.28,0.3983
conformal_risk_filter,peg_insertion,stick_slip_transition,unseen_friction,6,84,0.4643,0.4577,0.3986,0.3191,0.0657,0.1012,0.1033,0.28,0.3914
conformal_risk_filter,peg_insertion,stick_slip_transition,combined_stress,0,84,0.369,0.4389,0.3861,0.3218,0.0701,0.12,0.1032,0.2906,0.3847
conformal_risk_filter,peg_insertion,stick_slip_transition,combined_stress,1,84,0.381,0.4243,0.3854,0.3274,0.0609,0.1269,0.104,0.2906,0.3958
conformal_risk_filter,peg_insertion,stick_slip_transition,combined_stress,2,84,0.4286,0.4343,0.3929,0.3311,0.0657,0.1227,0.1109,0.2906,0.3925
conformal_risk_filter,peg_insertion,stick_slip_transition,combined_stress,3,84,0.4286,0.4248,0.3919,0.3251,0.0713,0.1292,0.1057,0.2906,0.3856
conformal_risk_filter,peg_insertion,stick_slip_transition,combined_stress,4,84,0.4048,0.42,0.4073,0.3313,0.0691,0.1188,0.1067,0.2906,0.3965
conformal_risk_filter,peg_insertion,stick_slip_transition,combined_stress,5,84,0.4643,0.4237,0.3961,0.3297,0.0667,0.1198,0.1009,0.2906,0.37
conformal_risk_filter,peg_insertion,stick_slip_transition,combined_stress,6,84,0.369,0.4263,0.3782,0.33,0.0615,0.1185,0.1121,0.2906,0.3888
conformal_risk_filter,peg_insertion,unilateral_lift_off,nominal,0,84,0.4881,0.5545,0.4309,0.2797,0.0458,0.0664,0.0305,0.2563,0.4249
conformal_risk_filter,peg_insertion,unilateral_lift_off,nominal,1,84,0.5476,0.5574,0.4226,0.2728,0.0501,0.0744,0.0362,0.2563,0.4135
conformal_risk_filter,peg_insertion,unilateral_lift_off,nominal,2,84,0.4881,0.5607,0.4229,0.2806,0.0555,0.0684,0.0279,0.2563,0.4226
conformal_risk_filter,peg_insertion,unilateral_lift_off,nominal,3,84,0.5714,0.5493,0.4261,0.2809,0.0492,0.0689,0.0283,0.2563,0.4179
conformal_risk_filter,peg_insertion,unilateral_lift_off,nominal,4,84,0.6071,0.5633,0.4362,0.2763,0.0444,0.0612,0.0404,0.2563,0.4284
